name,nation,foldered,rank,role,mainArm,main_arm_diameter,purchase_type,is_premium,is_reserve,br_ab,br_rb,br_sb,repair_ab,repair_rb,repair_sb,sl_mod_ab,sl_mod_rb,sl_mod_sb,rp_mod_ab,rp_mod_rb,rp_mod_sb,main_reload_base,main_reload_upgraded,forward_ab,forward_rbsb,reverse_ab,reverse_rbsb,stabilizer,can_float,smoke_grenade,ess,night_vision,revers_gear,rangefinder,dozer,autoloader,era_armor,thermal_vision,laser_rangefinder,hydro_suspension,composite_armor,lwr
AMD.35,France,False,1,Light,25mm SA35 L/72 cannon,25,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,3.9,3,80,72,47,43,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AMC.35 (ACG.1),France,False,1,Light,SA35 L/32 (47mm),47,Tech Tree,False,False,1.3,1.3,1.3,100,96,112,10,10,20,100,100,100,3.9,3,47,42,7,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
H.35,France,False,1,Light,SA18 L/21 (37mm),37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,4.1,3.1,32,29,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
H.39,France,False,1,Light,SA38 L/33 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,5.2,4,41,37,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
S.35,France,False,1,Medium,SA35 L/32 (47mm),47,Tech Tree,False,False,1.3,1.3,1.3,132,110,120,10,10,20,100,100,100,5.2,4,45,40,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
FCM.36,France,False,1,Light,SA18 L/21 (37mm),37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,4.1,3.1,27,24,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
R.35 (SA38),France,False,1,Light,SA38 L/33 (37mm),37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,5.2,4,23,20,4,3,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
D2,France,False,1,Medium,SA35 L/32 (47mm),47,Tech Tree,False,False,1.3,1.3,1.3,200,204,254,10,20,30,100,100,100,5.2,4,26,23,6,6,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
P.7.T AA,France,False,1,SPAA,4x 13.2mm Hotchkiss Mle 1930 machine gun,13.2,Tech Tree,False,False,1.3,1.3,1.3,102,90,139,10,10,20,100,100,100,3.9,3,44,41,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMR.35 ZT3,France,False,1,Tank destroyer,25mm SA35 L/72 cannon,25,Tech Tree,False,False,1,1,1,90,112,126,10,20,20,100,100,100,3.9,3,65,60,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lorraine 37L,France,False,1,Tank destroyer,SA37 (47mm),47,Tech Tree,False,False,1.3,1.3,1.3,200,219,253,20,20,30,100,100,100,3.9,3,38,35,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
SAu 40,France,False,1,Tank destroyer,APX (75mm),75,Tech Tree,False,False,1.7,1.7,1.7,298,332,400,20,30,40,106,106,106,7.2,5.5,41,37,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
H.39 "Cambronne",France,False,1,Light,SA38 L/33 (37mm),37,GE,True,False,1,1,1,322,172,847,40,40,80,150,150,150,5.2,4,41,37,8,7,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2C bis,France,False,1,Heavy,155mm Schneider 155 C howitzer,155,GE,True,False,1.7,1.7,1.7,2086,328,406,60,60,80,212,212,212,22.4,17.2,16,16,16,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
AMD.35 (SA35),France,False,1,Light,SA35 L/32 (47mm),47,Market,True,False,1.7,1.7,1.7,438,338,691,40,40,60,200,200,200,3.9,3,80,72,47,43,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Crusader Mk.II (France),France,False,2,Light,QF 2-pounder (40mm),40,Tech Tree,False,False,2.3,2.7,2.7,436,499,618,30,40,40,118,118,118,3.6,2.8,47,43,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
M3A3 Stuart (France),France,False,2,Light,M6 (37mm),37,Tech Tree,False,False,2.3,2.7,2.7,436,499,618,30,40,40,118,118,118,3.7,2.9,65,59,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
M4A1 (France),France,False,2,Medium,M3 (75mm),75,Tech Tree,False,False,3.3,3.3,3.3,873,1003,1247,50,80,90,130,130,130,6.5,5,43,38,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
B1 bis,France,True,2,Heavy,SA35 L/32 (47mm),47,Tech Tree,False,False,2.3,2.3,2.3,706,700,875,30,40,50,112,112,112,5.2,4,30,28,4,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2C,France,True,2,Heavy,75mm APX Canon de 75mm mod?le 1897 cannon,75,Tech Tree,False,False,2.3,2.3,2.3,954,943,1233,40,60,70,118,118,118,7.2,5.5,16,16,16,16,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
CCKW 353 AA,France,False,2,SPAA,40mm Bofors L/60 cannon,40,Tech Tree,False,False,2.7,2,2,483,388,551,30,40,40,112,112,112,0.6,0.5,70,65,10,9,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
VTT DCA,France,False,2,SPAA,4x 12.7mm M2HB machine gun,12.7,Tech Tree,False,False,3,3,3,684,541,848,40,50,60,118,118,118,10.4,8,66,61,8,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A3 (105) (France),France,False,2,Medium,M4 (105mm),105,Tech Tree,False,False,3,3,3,684,772,948,50,60,70,124,124,124,13,10,47,42,7,6,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
M10 GMC (France),France,False,2,Tank destroyer,M7 (76mm),76,Tech Tree,False,False,3.7,3.3,3.3,822,988,1198,60,90,120,130,130,130,7.1,5.5,53,49,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
B1 ter,France,False,2,Heavy,SA35 L/32 (47mm),47,Pack,True,False,2.7,2.7,2.7,929,418,1990,80,80,140,224,224,224,5.2,4,33,31,5,4,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13-M24,France,False,2,Light,M6 (75mm),75,GE,True,False,3.7,3.7,3.7,741,866,2405,100,140,280,260,260,260,8.4,6.5,68,61,8,7,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
LVT-4/40,France,False,2,Light,40mm Bofors L/60 cannon,40,Gift,True,False,3.7,3.7,3.7,886,409,1525,80,80,160,224,224,224,0.6,0.5,45,40,6,5,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13 (FL11),France,False,3,Light,SA49 (75mm),75,Tech Tree,False,False,4,4.3,4.3,935,1071,1315,60,90,120,142,142,142,7.8,6,68,61,8,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
E.B.R. (1951),France,False,3,Light,SA49 (75mm),75,Tech Tree,False,False,4.3,5.3,5,1224,1493,1820,80,120,160,154,154,154,7.8,6,117,105,117,105,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
M4A4 (France),France,False,3,Medium,M3 (75mm),75,Tech Tree,False,False,3.7,3.7,3.7,983,1139,1454,60,90,110,136,136,136,6.5,5,45,41,6,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A4 (SA50),France,False,3,Medium,75mm SA50 L/57 cannon,75,Tech Tree,False,False,5,5,5,1248,1473,1877,80,120,140,148,148,148,9.8,7.5,45,41,6,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARL-44 (ACL-1),France,False,3,Heavy,SA44 (75mm),75,Tech Tree,False,False,3.7,3.7,3.7,1315,1348,1766,80,110,120,136,136,136,9.8,7.5,40,38,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A3E2 (France),France,False,3,Heavy,M3 (75mm),75,Tech Tree,False,False,5.3,5.7,5.7,2010,2176,3022,90,140,150,154,154,154,6.5,5,38,36,5,5,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13 DCA 40,France,False,3,SPAA,40mm Mle51 T1 cannon,40,Tech Tree,False,False,4.7,5,5,1493,1184,1718,80,100,150,142,142,142,0.5,0.5,66,61,8,7,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
TPK 6.41,France,False,3,SPAA,2x 20mm Oerlikon KAD cannon,20,Tech Tree,False,False,5.3,5.7,5.7,1691,1341,2080,90,110,160,148,148,148,9.1,7,98,90,15,14,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ARL-44,France,False,3,Tank destroyer,90mm SA45 cannon,90,Tech Tree,False,False,5.3,5.3,5.3,1452,1702,2379,90,140,170,148,148,148,13,10,41,38,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M36B2 (France),France,False,3,Tank destroyer,90mm M3 cannon,90,Tech Tree,False,False,5.7,5.7,5.7,1814,2135,2951,100,150,190,154,154,154,9.7,7.5,44,41,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
M4A1 (FL10),France,False,3,Medium,SA50 L/57 (75mm),75,GE,True,False,4.7,5,5,1339,1536,1907,180,280,340,320,320,320,5,5,43,38,6,5,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Lorraine 155 Mle.50,France,False,3,Tank destroyer,L%27Obusier de 155 Mod%C3%A8le 1950 (155mm),155,Gift,True,False,4.3,4.3,4.3,835,1033,1309,180,260,340,296,296,296,26,20,60,55,16,15,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13,France,False,4,Light,SA50 L/57 (75mm),75,Tech Tree,False,False,6.3,6.7,6.7,2701,3260,4368,120,150,200,178,178,178,5,5,68,61,8,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
M26 (France),France,False,4,Medium,M3 (90mm),90,Tech Tree,False,False,6.7,6.7,6.7,3325,3871,5058,120,180,200,172,172,172,9.7,7.5,54,49,18,16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX M4,France,False,4,Medium,90mm SA47 cannon,90,Tech Tree,False,False,6.7,6.7,6.7,3583,4192,5456,120,180,210,178,178,178,6.7,6.7,58,52,22,20,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AMX-10P,France,False,4,SPAA,20mm GIAT ?693/mod F2 automatic cannon,20,Tech Tree,False,False,5.7,5.7,5.7,2628,2085,3225,110,140,200,160,160,160,10.4,8,71,65,13,12,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
CA Lorraine,France,True,4,Tank destroyer,SA47 L/58 (100mm),100,Tech Tree,False,False,5.7,6,6,2955,3443,4617,110,180,230,166,166,166,11.1,8.6,68,63,18,17,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
ELC bis,France,True,4,Tank destroyer,90mm D915 cannon,90,Tech Tree,False,False,6,6,6,3297,3832,5020,120,190,250,172,172,172,8.7,6.7,87,81,38,35,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Panther "Dauphin?",France,False,4,Medium,KwK42 (75mm),75,GE,True,False,6,6,6,2252,2515,3329,240,360,440,356,356,356,9.6,7.4,51,46,4,4,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13 (SS.11),France,False,4,Light,SA50 L/57 (75mm),75,GE,True,False,6.7,6.7,6.7,2161,2638,3608,240,320,420,380,380,380,5,5,68,61,8,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
E.B.R. (1954),France,False,4,Light,SA50 L/57 (75mm),75,Gift,True,False,6.7,6.7,6.7,1225,1599,2105,200,240,320,320,320,320,5,5,117,105,117,105,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
AML-90,France,False,5,Light,DEFA F1 (90mm),90,Tech Tree,False,False,7,7.7,7.7,3035,3664,4919,120,160,200,190,190,190,8.7,6.7,101,91,20,18,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
AMX-13-90,France,False,5,Light,CN90 F3 (90mm),90,Tech Tree,False,False,7.7,7.7,7.7,3124,3741,5088,110,160,210,196,196,196,5,5,68,61,8,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
Lorraine 40t,France,True,5,Medium,SA47 L/58 (100mm),100,Tech Tree,False,False,7,7.7,7.3,4211,4782,6765,130,190,220,190,190,190,4,4,67,60,26,23,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
Char 25t,France,True,5,Light,90mm D.911 APX cannon,90,Tech Tree,False,False,8,8,8,3124,3741,5088,110,160,210,196,196,196,4,4,73,66,73,66,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
AMX-30 (1972),France,False,5,Medium,CN-105-F1 (105mm),105,Tech Tree,False,False,8,8,8,3878,4320,6125,140,200,240,202,202,202,8.7,6.7,73,66,73,66,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
AMX-50 (TOA100),France,False,5,Medium,SA47 L/58 (100mm),100,Tech Tree,False,False,7,7.7,7,4305,4892,6754,140,200,220,196,196,196,4,4,58,52,22,20,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AMX-50 Surbaisse,France,False,5,Heavy,SA46 (120mm),120,Tech Tree,False,False,7.7,7.7,7.7,5468,5791,9215,150,210,250,202,202,202,6,6,55,52,7,6,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
AuF1,France,False,5,Tank destroyer,155mm GCT F1 howitzer,155,Tech Tree,False,False,7,7,7,4343,4836,7157,140,210,240,184,184,184,7.5,7.5,71,66,71,66,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
AMX-10M,France,False,5,Tank destroyer,ACRA (142mm),142,Tech Tree,False,False,7.3,7.3,7.3,5297,5446,8857,150,210,240,190,190,190,9.7,7.5,66,60,12,11,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
AMX-50 Foch,France,False,5,Tank destroyer,120mm SA46 cannon,120,Tech Tree,False,False,7.3,7.3,7.3,5301,5345,8850,150,210,250,196,196,196,19.4,14.9,56,52,21,20,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Somua SM,France,False,5,Heavy,SA47 L/58 (100mm),100,Pack,True,False,7.7,7.7,7.7,3498,3754,5385,300,420,480,392,392,392,4,4,43,41,7,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
AMX-30,France,False,5,Medium,CN-105-F1 (105mm),105,GE,True,False,8,8,8,3150,3584,4896,280,420,480,416,416,416,8.7,6.7,73,66,73,66,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
AMX-50 (TO90/930),France,False,5,Medium,90mm D.911 APX cannon,90,Market,True,False,8,8,8,2828,3241,4518,260,400,440,392,392,392,4,4,58,52,22,20,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
E.B.R. (1963),France,False,5,Light,90mm CN90 F2 cannon,90,Market,True,False,7.3,7.7,7.7,2157,2661,3637,220,320,420,380,380,380,8.7,6.7,117,105,117,105,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
AMX-50 Surblinde,France,False,5,Heavy,SA46 (120mm),120,Market,False,False,7.7,7.7,7.7,5743,6082,9678,150,210,250,202,202,202,6,6,55,52,7,6,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
MARS 15,France,True,6,Light,CN90 F4 (90mm),90,Tech Tree,False,False,8.3,8.3,8.3,2959,3353,4094,120,160,200,208,208,208,6.5,5,84,76,84,76,False,False,True,False,True,True,False,False,False,False,False,True,False,False,False
AMX-13 (HOT),France,True,6,Light,SA50 L/57 (75mm),75,Tech Tree,False,False,8.3,8.3,8.3,3379,3819,4661,120,170,210,214,214,214,5,5,68,61,8,7,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False
AMX-10RC,France,True,6,Light,Modele F2 (105mm),105,Tech Tree,False,False,8.3,8.3,8.3,2999,3389,4136,120,170,210,214,214,214,9.7,7.5,95,85,95,85,False,True,True,False,True,False,False,False,False,False,True,True,True,False,False
SK-105A2,France,True,6,Light,PzK M57 (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,3215,3439,4117,130,170,210,220,220,220,4,4,66,59,10,9,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False
AMX-30B2,France,True,6,Medium,CN-105-F1 (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,4156,4522,5779,140,200,240,214,214,214,8.7,6.7,73,66,73,66,False,False,True,False,True,True,False,False,False,False,True,True,False,False,False
AMX-30B2 BRENUS,France,True,6,Medium,CN-105-F1 (105mm),105,Tech Tree,False,False,8.7,8.7,8.7,4247,4624,5886,140,210,250,220,220,220,8.7,6.7,73,66,73,66,False,False,True,False,True,True,False,False,False,True,True,True,False,False,False
AMX-32 (105),France,True,6,Medium,CN-105-F1 (105mm),105,Tech Tree,False,False,9.3,9.3,9.3,3869,3952,5050,150,200,230,220,220,220,8.7,6.7,73,66,73,66,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False
AMX-32,France,True,6,Medium,GIAT CN120-25 G1 (120mm),120,Tech Tree,False,False,9.3,9.3,9.3,3965,3926,5093,160,200,240,226,226,226,8.7,6.7,73,66,73,66,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False
AMX-40,France,False,6,Medium,GIAT CN120-25 G1 (120mm),120,Tech Tree,False,False,9.7,9.7,9.7,3936,3800,4641,150,200,240,226,226,226,8.7,6.7,78,71,31,28,True,False,True,True,True,False,False,True,False,False,True,True,False,True,False
AMX-30 DCA,France,False,6,SPAA,2x 30mm HSS 831A cannon,30,Tech Tree,False,False,8.3,8.3,8.3,4572,3902,4741,140,190,220,208,208,208,65,50,71,66,71,66,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False
SANTAL,France,False,6,SPAA,Mistral SATCP,90,Tech Tree,False,False,9.3,9.3,9.3,4830,4217,4494,160,210,250,226,226,226,19.5,15,101,93,15,14,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False
AMX-30 ACRA,France,False,6,Medium,ACRA (142mm),142,Tech Tree,False,False,8.3,8.3,8.3,4150,4590,6295,140,200,250,208,208,208,15.6,12,73,66,73,66,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False
MEPHISTO,France,False,6,Tank destroyer,HOT ATGM,136,Tech Tree,False,False,8.7,8.7,8.7,4265,4883,5172,160,210,250,214,214,214,15,15,101,93,15,14,True,True,True,False,True,False,False,False,True,False,True,False,False,False,False
AMX-30 Super,France,False,6,Medium,CN-105-F1 (105mm),105,GE,True,False,9.3,9.3,9.3,3085,3148,3887,300,400,460,440,440,440,8.7,6.7,73,66,52,47,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False
VBCI-2 (MCT30),France,False,6,Light,30mm Bushmaster 2 Mk.44 cannon,30,GE,True,False,9.7,9.7,9.7,2816,2783,3409,260,320,420,440,440,440,0.3,0.2,112,101,41,37,True,True,True,False,True,False,False,False,False,False,True,True,False,False,True
Leclerc,France,True,7,Medium,GIAT CN120-26 F1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4548,4403,5586,150,190,200,238,238,238,5,5,79,72,42,38,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False
Leclerc S2,France,True,7,Medium,GIAT CN120-26 F1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4642,4494,5694,150,190,200,244,244,244,5,5,79,72,42,38,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False
Roland 1,France,False,7,SPAA,Roland SAM,165,Tech Tree,False,False,10,10,10,4682,4477,4939,160,190,240,232,232,232,5,5,71,66,71,66,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False
Leclerc SXXI,France,False,8,Medium,GIAT CN120-26 F1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4665,4530,5737,150,190,210,250,250,250,5,5,79,72,42,38,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False
Leclerc AZUR,France,False,8,Medium,GIAT CN120-26 F1 (120mm),120,Tech Tree,False,False,11.7,11.7,11.7,4712,4567,5780,160,200,210,256,256,256,5,5,79,72,42,38,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False
ItO 90M (France),France,False,8,SPAA,VT1 SAM,165,Tech Tree,False,False,11.7,11.7,11.7,5505,6559,7359,160,210,200,250,250,250,19.5,15,90,83,16,15,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
Strv m/31,Sweden,False,1,Light,Kan m/38 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.1,3.1,47,43,21,19,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
BT-42,Sweden,False,1,Light,114mm Psv.H/18 howitzer,114,Tech Tree,False,False,2,1.7,1.7,169,192,239,10,20,20,100,100,100,13,10,55,50,11,10,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/38,Sweden,False,1,Light,Kan m/38 (37mm),37,Tech Tree,False,True,1,1,1,0,0,0,10,10,10,100,100,100,4.1,3.1,52,47,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/40L,Sweden,False,1,Light,Kan m/38 (37mm),37,Tech Tree,False,False,2,2,2,249,286,359,20,20,30,106,106,106,4.1,3.1,51,46,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvlvv fm/42,Sweden,False,1,SPAA,20mm lvakan m/40B cannon,20,Tech Tree,False,False,1.3,1.7,1.3,209,195,262,20,20,20,100,100,100,1.3,1,55,50,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ikv 72,Sweden,False,1,Tank destroyer,75mm kan m/41 cannon,75,Tech Tree,False,False,1.7,1.7,1.7,105,110,137,10,20,20,100,100,100,7.6,5.9,62,57,9,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sav m/43 (1944),Sweden,False,1,Tank destroyer,Kan m/02 (75mm),75,Tech Tree,False,False,1.7,1.7,1.7,193,229,271,20,20,30,100,100,100,7.6,5.9,45,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Vickers Mk.E,Sweden,False,1,Light,37mm Psv.K/36 cannon,37,Tech Tree,False,False,1,1,1,106,95,111,10,10,20,100,100,100,4.1,3.1,39,36,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-28 (Sweden),Sweden,False,1,Medium,76mm L-10 cannon,76,Tech Tree,False,False,1.7,1.7,1.7,208,209,267,10,20,20,100,100,100,6.5,5,43,39,8,8,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/39,Sweden,False,1,Light,Kan m/38 (37mm),37,GE,True,False,1,1,1,322,172,75,40,40,40,150,150,150,4.1,3.1,51,46,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
T-26E (Sweden),Sweden,False,1,Light,20-K (45mm),45,GE,True,False,1,1,1,409,214,144,40,40,40,200,200,200,3.8,2.9,39,36,4,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/39 TD,Sweden,False,1,Light,Kan m/38 (37mm),37,Gift,False,False,1,1,1,172,195,225,10,20,20,100,100,100,4.1,3.1,51,46,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pbil m/40,Sweden,False,1,Light,20mm Pvlvkan m/40 cannon,20,Market,True,False,2,2,2,438,243,166,40,40,40,200,200,200,1.3,1,78,70,78,70,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
Strv m/41 S-II,Sweden,False,2,Light,Kan m/38 (37mm),37,Tech Tree,False,False,2.3,2.7,2.7,460,526,652,30,40,40,118,118,118,4.1,3.1,46,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvkv III,Sweden,False,2,Tank destroyer,57mm Pvkan m/43 cannon,57,Tech Tree,False,False,3.3,3.3,3.3,913,1079,1308,60,90,120,130,130,130,5.2,4,45,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Lago I,Sweden,False,2,Medium,Kan m/38 (37mm),37,Tech Tree,False,False,2.7,2.7,2.7,566,638,767,30,50,60,118,118,118,4.1,3.1,51,46,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/42 EH,Sweden,False,2,Medium,Kan m/41 (75mm),75,Tech Tree,False,False,2.7,2.7,2.7,728,813,969,50,70,80,124,124,124,7.6,5.9,47,42,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pbv 301,Sweden,False,2,SPAA,20mm Akan m/45B cannon,20,Tech Tree,False,False,2.3,2.3,2.3,428,361,561,30,40,50,112,112,112,10.4,8,50,46,8,7,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
Lvtdgb m/40,Sweden,False,2,SPAA,40mm lvakan m/36 cannon,40,Tech Tree,False,False,3,2.7,2.7,678,531,821,40,50,60,118,118,118,0.6,0.5,49,45,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Spj fm/43-44,Sweden,False,2,Tank destroyer,Fsthaub m/02 (150mm),150,Tech Tree,False,False,2.3,1.7,1.7,412,436,529,30,50,60,112,112,112,19.5,15,47,43,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Sav m/43 (1946),Sweden,False,2,Tank destroyer,105mm kan m/44 cannon,105,Tech Tree,False,False,3,3,3,779,889,1062,50,80,100,124,124,124,13,10,45,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/41 S-I,Sweden,False,2,Light,Kan m/38 (37mm),37,Pack,True,False,2.7,2.7,2.7,431,357,1059,80,80,120,236,236,236,4.1,3.1,46,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ikv 73,Sweden,False,2,Medium,Kan m/41 (75mm),75,Gift,True,False,2.7,2.7,2.7,571,564,718,120,160,180,260,260,260,7.6,5.9,47,42,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvkv II,Sweden,False,3,Tank destroyer,Lvkan m/37 A (75mm),75,Tech Tree,False,False,3.7,4,4,1184,1416,1794,80,120,150,142,142,142,13,10,45,41,7,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvkv IV,Sweden,False,3,Medium,57mm Pvkan m/43 cannon,57,Tech Tree,False,False,3,3,3,990,1133,1421,60,90,110,136,136,136,5.2,4,51,46,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Strv m/42 DT,Sweden,False,3,Medium,Pvkan m/43 (75mm),75,Tech Tree,False,False,5,5,5,1248,1473,1877,80,120,140,148,148,148,3.9,3,51,46,7,7,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
L-62 ANTI II,Sweden,False,3,SPAA,40mm lvakan m/36 cannon,40,Tech Tree,False,False,3.7,2.7,2.7,1210,952,1481,80,90,110,136,136,136,0.6,0.5,44,41,5,5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvkv m/43 (1946),Sweden,True,3,Tank destroyer,Pvkan m/43 (75mm),75,Tech Tree,False,False,4,4,4,1191,1416,1794,80,120,150,142,142,142,8.7,6.7,51,47,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Ikv 103,Sweden,True,3,Tank destroyer,105mm kan Ikv 103 cannon,105,Tech Tree,False,False,4,4,4,1335,1586,2017,90,130,170,148,148,148,10.4,8,58,53,12,12,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
Pvkv m/43 (1963),Sweden,False,3,Tank destroyer,75mm Pvkan m/43 cannon,75,Tech Tree,False,False,4.7,5,5,1443,1724,2367,90,140,170,148,148,148,8.7,6.7,51,47,6,6,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
